Response number,Speaker,Content
708,Darren Cross,"[to the guy pointing a gun at Pym] Wait. Wait, wait, wait, wait. Youre right, I have to be the one to do it. [he points a gun at Pyms head, at the same time Hope takes out her weapon and points it at Cross]"
709,Mitchell Carson,Here we go.
710,Hope van Dyne,Drop your gun.
711,Darren Cross,"You know I came to the house the other night to kill him, but you were there."
712,Hope van Dyne,Youre sick and I can help you just put the gun down.
713,Darren Cross,"I wasnt ready to kill you then, but I think I am now!"
714,Hope van Dyne,"Drop your gun, now!"
715,Darren Cross,"You picked the wrong side, Hope. [just then Scott breaks out using the disc Pym gave him that turn things large, he starts fighting off the men in the chamber and Pym is shot in the chaos]"
716,Hope van Dyne,Dad! [grabbing hold of the wounded Pym]
717,Scott Lang,"Hank. No, no. Hank. Hank. Listen, youre gonna be okay. Alright? Youre gonna be just fine. [Cross comes up behind Scott and points his gun at the back of Scotts head]"
718,Darren Cross,"Take the suit off or Ill blow your brains out and peel it off! [Scott instructs the ants to disable Cross gun and bite him, so he takes off and the same time Carson takes off with vial of Cross particles]"
719,Paxton,"[Luis sets off the alarm to the building; into his radio] We got a 10-33 at Pym Tech, request immediate backup."
720,Dave,"[Paxton and Gale head off; to Kurt] Go, go, go! [Dave and Kurt get into the van and drive off]"
721,Hope van Dyne,"[inside the vault] Dad, can you move?"
722,Dr. Hank Pym,Yes.
723,Scott Lang,We need to get him out of here.
724,Hope van Dyne,"Go get that suit. [Scott takes off and tries to get away from the two guards shooting at him] [Scott shrinks himself into the small building model of Cross of Tech to get away from the guards shooting at him, then Luis comes to the rescue and knocks out the guards]"
725,Luis,"Hey, Scotty. Hey, did I save your life? Scotty? Scotty? [Scott makes himself large again]"
726,Scott Lang,"Thank you, Luis."
727,Luis,"Hey, are we the good guys?"
728,Scott Lang,Yeah.
729,Luis,"Were the good guys, right?"
730,Scott Lang,"Yeah, were the good guys."
731,Luis,"Feels kind of weird, you know?"
732,Scott Lang,"Yeah, but were not done yet. Get out of here before this place blows. [Scott shrinks himself and takes off]"
733,Luis,"[as Luis tries to leave the building he remembers the guard he knocked out earlier] Oh, dammit! That guy. [he opens the door and rushes to the guard who is tied up] Hey! Were getting out of here! [back inside the vault Hope helps Pym sit up]"
734,Hope van Dyne,The charges are set. Weve got to find a way out of here and fast.
735,Dr. Hank Pym,"Dont worry. Im not gonna die, and neither are you. [he holds up a keychain that looks like a tank] Its not a keychain. [outside]"
736,Paxton,[into his radio] All the chaos in here! Multiple shots fired. [suddenly a tank bursts out through the building] And theres a tank. [Luis then walks out of the building with the guard]
737,Luis,"A little help. [someone takes hold of the guard, at the same time Hope helps Pym out of the tank] I got him. [Luis helps Pym]"
738,Hope van Dyne,We need a doctor! [a medic comes over to help Pym] [Cross is in his helicopter]
739,Darren Cross,"Lets go! [just as they are about to leave Cross sees a swarm of flung ants heading towards him with Scott on Ant-thony, Cross takes out a gun and starts shooting and one of the bullets hits Ant-thony]"
740,Scott Lang,Ant-thony! [Scott falls onto another ant]
741,Darren Cross,Go! [the helicopter door is closed]
742,Scott Lang,Youre gonna regret that. [Cross helicopter takes off] [Paxton sees Luis as he gets into his van]
743,Paxton,Wait a minute! Get out of that van!
744,Luis,What?
745,Paxton,Get out of that van!
746,Luis,"Its too loud theres a tank, I cant hear you! [he closes the van door and Dave drives off]"
747,Paxton,Hey! Hey! [Scott makes it into Cross helicopter and Cross starts shooting at him]
748,Darren Cross,Did you think you could stop the future with a heist?
749,Scott Lang,"It was never just a heist! [Scott sets off charges set around Pym Technologies and Cross watches in shock as the whole building is destroyed] Put the gun down! [Cross hits Scott and he falls out of the helicopter window back into his normal size] [Scott manages to get back into the helicopter but finds Cross wearing the Yellowjacket, they both shrink start fighting and fall into a briefcase which falls out of the helicopter]"
750,Darren Cross,Im gonna disintegrate you! [inside the briefcase they accidentally hit the cell phone]
751,Cell Phone,"Playing “Disintegration” by The Cure. [“Disintegration” by The Cure starts playing as Scott and Cross continue to fight]] [[Briefcase falls into a familys pool, Scott and Cross blast out in a splash as they return to normal size]"
752,Pool BBQ Dad,Call 911! [Scott and Cross continue to fight shrinking and growing until Scott swats Cross into a bug zapper]
753,Scott Lang,Its okay. [the family runs off in fear] [Paxton and Gale show up]
754,Gale,Police! Put your hands up!
755,Paxton,Get ‘em up! [Scott pulls up his helmet] Scott?
756,Scott Lang,"Paxton, you have to listen to me- [as Scott goes to walk towards Paxton they taser him and falls down unconscious] [as Paxton and Gale are driving Scott back to the police station Scott wakes up] Paxton, turn around, take me back."
757,Paxton,"Im taking you back, to prison."
758,Scott Lang,"Theres something in that backyard that needs to be destroyed. In the bug zapper, it…"
759,Paxton,[Paxton suddenly stops the car and turns to Scott] You need to desist right now! Your delusions are out of hand!
760,Police Radio,All units we have a 236 in progress at 840 Winter Street.
761,Scott Lang,Its Cassie! [Paxton takes off towards his house] [Cross is standing in Cassies room looking menacing]
762,Darren Cross,Dont be scared. [Paxton pulls up outside his house]
763,Paxton,"Maggie, whats going on?"
764,Maggie Lang,Hes got Cassie!
765,Paxton,Whos got Cassie?
766,Maggie Lang,"That thing, that thing! I dont know what it… ! [back in Paxtons car, Scott manages to put on his helmet, shrinks and takes off] [Cross starts walking towards Cassie]"
767,Cassie Lang,Are you a monster?
768,Darren Cross,Do I look like a monster?
769,Cassie Lang,I want my daddy!
770,Darren Cross,"I want your daddy too. [he picks up Cassie and she screams, just then Scott shows up] There you are."
771,Cassie Lang,"Daddy, is that you? [Scott pulls up his helmet]"
772,Scott Lang,"Hi, Peanut. [to Cross] Why dont you pick on someone your own size? [he throws a disc at Cross which shrinks him then he shrinks himself, Cross is now on the Thomas The Tank Engine toy in Cassies room]"
773,Darren Cross,"Now where did you go, little guy? [he spots Scott running towards him] There you are. [he starts firing lasers from his suit at Scott]"
774,Scott Lang,"Not just me. [a swarm of ants follow behind Scott] Get him! Go! Go! [Cross fights off the ants as they attack him, then Scott and Cross fight across the Thomas The Tank Engine toy]"
775,Luis,"[as they drive towards Paxtons house] Scotty needs us, you know what Im sayin? Aint nothin gonna stop us. [they stop as they see a load of police cars and cops surrounding the house] Back it up. Back it up slow."
776,Dave,Yeah. [Dave starts to slowly back the van away]
777,Luis,Just back it up.
778,Dave,"Yep, yep."
779,Luis,Back it up.
780,Dave,Okay.
781,Luis,"All we gonna do is, we ju… we just back it up."
782,Dave,Okay. Thats it.
783,Luis,Back it up.
784,Dave,Thats right.
785,Luis,Back it up.
786,Dave,Yep.
787,Luis,"Okay, now-now-now. Just back it up."
788,Darren Cross,"[as they continue to fight in Cassies room inside the Thomas The Tank Engine railway] You insult me, Scott. Your very existence is insulting to me. [Cross shoots his laser at Scott as he runs around Cassies room] You know it would be much easier to hit you if you were bigger!"
789,Scott Lang,"Yeah, I agree. [Scott throws two discs at Cross, he deflects it one hitting an ant the other the Thomas The Tank Engine toy and they both grow large]"
790,Paxton,Cassie! [Paxton runs into the house]
791,Darren Cross,Im gonna show you just how insignificant you are. [Paxton goes to run up the stairs]
792,Paxton,"Cassie, Im coming! [suddenly the large ant heads his way, he falls down the stairs as the giant ant breaks out of the house]"
793,Gale,Thats a messed-up looking dog.
794,Darren Cross,[back inside Cassies room; to Scott] Im going to destroy everything you love! [Paxton shows up]
795,Paxton,"Freeze! S.F.P.D.! [Cross throws Paxtons gun aside, at the same time Scott climbs up the back of Cross suit]"
796,Scott Lang,I cant break through!
797,Darren Cross,"Its titanium, you idiot!"
798,Scott Lang,[to Paxton as Scott and Paxton continue fighting] Get her out of here! [Paxton carries Cassie off]
799,Paxton,Come on.
800,Darren Cross,"[as Paxton goes to leave the room with Cassie in his arms Cross stops them] Sorry, sweetheart. You have to help daddy pay for his mistakes."
801,Paxton,"You stay behind me, okay?"
802,Cassie Lang,Okay.
803,Paxton,Behind me. [Scott looks up at Cross particle pack]
804,Scott Lang,"Im gonna have to shrink between the molecules to get in there. [to Cross] Get away from us! Daddy, help! [Scott jumps up to head towards Cross particle pack] I love you, Cassie. [Scott shrinks to a small enough size to break into Cross particle pack, this causes Cross to go subatomic and disappear]"
805,Cassie Lang,"Daddy, where are you? [Scott floats through the quantum realm and remembers Pyms word]"
806,Dr. Hank Pym,[voice] Go sub-atomic… go sub-atomic… [Scott tries to grow himself back to normal size but realized he cant]
807,Scott Lang,"Oh, no. [he continues to float in the quantum realm]"
808,Dr. Hank Pym,"[voice] You would enter a reality where all concepts of time and space become irrelevant. And as you shrink for all eternity, everything that you know and love gone forever. [Scott hears Cassies voice echoing as he floats in the quantum realm]"
809,Cassie Lang,[voice] Daddy! Where are you? Daddy!
810,Scott Lang,Cassie.
811,Cassie Lang,"[voice] Come on, daddy. [Scott remembers the discs Pym had given him and takes one out]"
812,Dr. Hank Pym,"[voice] Do not mess with the regulator. [Scott places the disc in the regulator, presses the button and finally returns to normal size] I love you so much."
813,Scott Lang,"I love you too, so much."
814,Paxton,[as Scott is holding onto Cassie Paxton mildly gets Scotts attention] Theres a big hole in the roof.
815,Scott Lang,Sorry. [Gale runs up to Cassies room and we see Paxton holding Cassie and Scott has gone]
816,Gale,Is she alright?
817,Paxton,Shes fine. [Maggie enters the room]
818,Cassie Lang,Mommy. [Maggie grabs hold of Cassie with relief]
819,Paxton,"Shes fine, shes fine. [Cassie notices Scott in his shrunken size wave goodbye to her and leaves] [the next day Scott is over at Pyms house]"
820,Dr. Hank Pym,"Scott, please. You dont remember anything?"
821,Scott Lang,"Hank, I… I dont."
822,Dr. Hank Pym,"There must be something else. Well I suppose the human mind just cant comprehend the experience, but you made it. You went in and you got out, thats amazing."
823,Hope van Dyne,"Scott, Ill walk you out."
824,Scott Lang,"[to Pym] Get some rest. [Scott and Hope leave the room, Pym looks over to the photo of himself with his wife holding Hope when she was a baby]"
825,Dr. Hank Pym,"Is it possible? [Pym gets up to leave his room, as he opens the door he finds Hope and Scott kissing] When did this happen?"
826,Hope van Dyne,Nothings happening.
827,Scott Lang,"Whoa, hold on. Somethings kind of happening."
828,Dr. Hank Pym,Well if thats the case… shoot me again.
829,Scott Lang,"[looking at Hope] Yeah, I dont know what youre doing grabbing me and kissing me like that. I was a little surprised myself. I have to get somewhere. Ill see you later, Hank. Really, Hope. [Scott turns to leave]"
830,Dr. Hank Pym,Scott.
831,Scott Lang,Yeah?
832,Dr. Hank Pym,Youre full of shit.
833,Scott Lang,"Oh, yeah. [Scott is having dinner with Paxton, Maggie, and Cassie]"
834,Paxton,"Well, Scott I met with my Captain today, he wanted a report of the night that you got out of jail. Something happened with the cameras, circuits got fried, and… But I told him you were processed correctly."
835,Scott Lang,Really?
836,Paxton,"Well, yeah. Cant be sending Cassies dad back to jail on a technical glitch, right?"
837,Scott Lang,"Thank you, Paxton. Im blown away. Thank you for everything you do for Cassie."
838,Paxton,"Oh, well, thats my pleasure. But no, no, this one, I… I did it for you."
839,Scott Lang,This is awkward.
840,Paxton,Yeah.
841,Cassie Lang,Yeah.
842,Scott Lang,I mean what do we even talk about after all of that?
843,Cassie Lang,"Oh, I know."
844,Scott Lang,What?
845,Cassie Lang,I did my first cartwheel today.
846,Scott Lang,What?
847,Maggie Lang,"Yeah. She has been practicing all week, but today was the magic day."
848,Paxton,I recorded it on my phone here. [Paxton shows Scott his recording of Cassie doing her first cartwheel]
849,Scott Lang,"No, that cant be Cassie. Thats not you."
850,Maggie Lang,"Yeah, it is."
851,Cassie Lang,Yeah it is.
852,Scott Lang,"This is a professional gymnast, theres no way thats you."
853,Paxton,"Yeah, thats her. [Cassie feeds the giant ant hiding under the table that had escaped during Scott and Cross fight]"
854,Cassie Lang,"Good, boy. [after watching the video of Cassie doing her cartwheel]"
855,Scott Lang,"Sweetie, thats pretty amazing, Peanut. [just then Scott gets a call] Sorry. Its work. [he answers the call] Yeah? [Scott meets up with Luis, Dave and Kurt]"
856,Scott Lang,"Alright, heres the deal. Just give me the facts."
857,Luis,"Just the facts, only the facts."
858,Scott Lang,"Breathe, focus, keep it simple."
859,Luis,"No, no, no, no doubt, no doubt. Okay, so Im at this art museum with my cousin Ignacio, right? And there was this, like, abstract expressionism exhibit, but you know me, Im more like a Neo-Cubist kind of guy, right? But there was this one Rothko that was sublime, bro. Oh, my God…"
860,Scott Lang,Luis.
861,Luis,"Okay. Sorry, sorry. Im ju… you know, uh, I just get excited and stuff. But"
867,Scott Lang,"Oh, no."
868,Luis,"Yeah, and this dude sounds like a bad-ass, man. Like he comes up to her and says… [we see flashback of the girl meting up with Sam Wilson in a park] “Yoh, Im looking for this dude whos no one seen, whos flashing this fresh tack, whos got, like,"
873,Scott Lang,And? Whatd he say?
874,Luis,He said yes. [mid-credit scene; Hank brings Hope down to his lab]
875,Dr. Hank Pym,"Theres something I want to show you. I realized you cant destroy power, all you can do is to make sure that its in the right hands. [he opens up a vault to reveal the prototype of the Wasp suit] This is an advanced prototype that your mother and I worked on together. She never got to use it, but now I realize that we were… we were working on it for you. [Hope looks at the suit in shock then back to Pym] Maybe its time we finished it. [Hope looks back at the suit and smiles]"
876,Hope van Dyne,Its about damn time. [post-credit scene]
877,Sam Wilson,"Hey, Cap! [Steve and Sam are in an underground room with they are holding Bucky Barnes with his metal arm trapped in a vice] This would have been a lot easier a week ago."
878,Steve Rogers,If we call Tony…
879,Sam Wilson,He wont believe us.
880,Steve Rogers,Even if he did…
881,Sam Wilson,Who knows if the accords will let him help?
882,Steve Rogers,Were on our own.
